run,evnum,evname,startsec,endsec
3.3.4,6,take_objects_out_of_drawers,377.19849999999997,405.6145
3.3.4,7,put_on_bed_sheets,408.9765,485.503
3.3.5,1,fold_socks,3.2595,80.4105
3.3.5,2,fold_blanket_or_comforter,80.901,127.717
3.3.5,3,fold_shirts_or_pants,128.6275,324.1875
3.3.5,4,torso_rotations,325.278,388.822
3.3.5,5,put_cases_on_pillows,392.429,578.0889999999999
3.3.5,6,use_vacuum_attachment,582.3845,781.8465
3.3.5,7,use_hand_duster,785.542,844.5385
3.3.6,1,vacuum_floor,15.093,76.0595
3.3.6,2,put_objects_in_drawers,79.505,101.529
3.3.6,3,use_vacuum_attachment,103.84100000000001,231.88150000000002
3.3.6,4,fold_towels,232.889,314.31100000000004
3.3.6,5,fold_blanket_or_comforter,314.94,354.324
3.3.6,6,fold_shirts_or_pants,354.65250000000003,518.2570000000001
3.3.6,7,put_on_bed_sheets,525.669,592.017
3.3.8,1,fold_shirts_or_pants,4.03,148.32549999999998
3.3.8,2,use_vacuum_attachment,149.2875,312.5505
3.3.8,3,look_at_text_message,315.5075,337.5605
3.3.8,4,fold_blanket_or_comforter,339.346,386.56600000000003
3.3.8,5,put_cases_on_pillows,388.41150000000005,557.4639999999999
3.3.8,6,fold_towels,561.0425,642.011
3.3.8,7,use_hand_duster,645.49,695.6959999999999
3.3.9,1,put_objects_in_drawers,17.972,35.193
3.3.9,2,put_cases_on_pillows,36.4055,223.481
3.3.9,3,fold_blanket_or_comforter,224.543,270.648
3.3.9,4,fold_socks,273.727,362.2135
3.3.9,5,vacuum_floor,368.776,460.5925
3.3.9,6,use_hand_duster,461.421,516.7505
3.3.9,7,fold_towels,521.1625,595.736
3.3.10,1,vacuum_floor,15.288499999999999,84.934
3.3.10,2,fold_socks,87.746,164.92849999999999
3.3.10,3,put_on_bed_sheets,168.4575,233.541
3.3.10,4,fold_shirts_or_pants,234.73649999999998,387.558
3.3.10,5,take_objects_out_of_drawers,389.0535,417.1375
3.3.10,6,use_hand_duster,420.65650000000005,472.466
3.3.10,7,fold_blanket_or_comforter,474.1115,519.527
3.4.1,1,wash_face,5.9275,84.14
3.4.1,2,shave_face,84.919,128.96800000000002
3.4.1,3,use_hair_gel,129.3635,179.976
3.4.1,4,clean_a_surface,183.88799999999998,246.5355
3.4.1,5,floss_teeth,247.364,306.256
3.4.1,6,apply_chapstick,306.75149999999996,339.5405
3.4.2,1,shave_face,5.3305,76.4745
3.4.2,2,wash_face,69.535,172.21050000000002
3.4.2,3,brush_teeth,167.6275,292.3635
3.4.2,4,apply_chapstick,292.8755,314.40549999999996
3.4.2,5,torso_rotations,314.98400000000004,333.0605
3.4.2,6,comb_hair,333.256,366.765
3.4.3,1,brush_teeth,6.237,177.2725
3.4.3,2,use_mouthwash,178.101,237.8985
3.4.3,3,wash_face,238.289,331.787
3.4.3,4,apply_lotion,332.6825,417.947
3.4.3,5,put_objects_in_drawers,419.5595,461.6795
3.4.3,6,comb_hair,459.775,488.742
3.4.4,1,shave_face,6.0065,75.4255
3.4.4,2,wash_face,75.75450000000001,160.837
3.4.4,3,blowdry_hair,167.166,224.9375
3.4.4,4,floss_teeth,227.316,288.3605
3.4.4,5,apply_chapstick,289.976,310.3205
3.4.4,6,look_at_text_message,312.9445,342.78999999999996
3.4.5,1,take_a_pill,6.4915,54.408
3.4.5,2,wash_face,54.72,144.465
3.4.5,3,apply_lotion,152.6605,260.65700000000004
3.4.5,4,use_hair_gel,261.3355,334.197
3.4.5,5,use_mouthwash,334.898,408.8655
3.4.5,6,apply_chapstick,409.361,430.265
3.4.6,1,take_a_pill,7.8885000000000005,62.5525
3.4.6,2,shave_face,63.415,131.974
3.4.6,3,wash_face,132.21949999999998,228.257
3.4.6,4,use_hair_gel,229.119,288.6325
3.4.6,5,floss_teeth,291.656,400.00699999999995
3.4.6,6,use_mouthwash,410.019,496.2825
3.4.7,1,use_hair_gel,6.5905000000000005,87.31899999999999
3.4.7,2,wash_face,98.4645,204.6215
3.4.7,3,shave_face,204.8785,285.4145
3.4.7,4,put_objects_in_drawers,287.55999999999995,330.4105
3.4.7,5,use_mouthwash,331.3725,419.687
3.4.7,6,apply_chapstick,420.6275,449.55
3.4.8,1,wash_face,7.78,115.46799999999999
3.4.8,2,shave_face,115.83,188.5785
3.4.8,3,blowdry_hair,195.757,261.5355
3.4.8,4,floss_teeth,272.764,366.32050000000004
3.4.8,5,apply_chapstick,367.29949999999997,392.3005
3.4.8,6,take_objects_out_of_drawers,393.92949999999996,436.829
3.4.9,1,floss_teeth,9.5985,150.269
3.4.9,2,use_mouthwash,150.9645,251.945
3.4.9,3,use_hair_gel,252.15699999999998,335.4655
3.4.9,4,wash_face,336.1625,454.8105
3.4.9,5,shave_face,455.139,544.72
3.4.9,6,look_at_text_message,547.3655,582.0640000000001
3.4.10,1,brush_teeth,8.197,176.35399999999998
3.4.10,2,use_mouthwash,178.0495,266.654
3.4.10,3,wash_face,266.9995,388.6585
3.4.10,4,apply_lotion,389.257,501.7925
3.4.10,5,use_hair_gel,502.138,564.441
3.4.10,6,look_at_text_message,568.1315,592.4295
4.1.1,1,prepare_milk,4.386,55.196
4.1.1,2,prepare_tea,64.57650000000001,201.7965
4.1.1,3,prepare_yogurt_with_granola,203.50349999999997,349.241
4.1.1,4,prepare_toast,352.5695,693.2729999999999
4.1.1,5,clean_a_surface,694.7185,777.0055
4.1.1,6,prepare_cereal,779.451,909.1505
4.1.1,7,prepare_a_bagel,909.491,1293.7125
4.1.2,1,look_at_text_message,4.9985,33.328
4.1.2,2,prepare_fresh_fruit,34.1685,161.728
4.1.2,3,prepare_toast,162.2235,395.17650000000003
4.1.2,4,prepare_cereal,395.455,477.6595
4.1.2,5,prepare_a_bagel,477.355,741.8675000000001
4.1.2,6,prepare_milk,741.925,781.0595000000001
4.1.2,7,prepare_tea,782.4715,906.0695000000001
4.1.3,1,prepare_fresh_fruit,5.3465,93.21549999999999
4.1.3,2,prepare_yogurt_with_granola,94.69399999999999,182.8265
4.1.3,3,take_objects_out_of_drawers,183.872,206.93099999999998
4.1.3,4,prepare_orange_juice,208.66000000000003,250.4855
4.1.3,5,prepare_milk,250.719,274.328
4.1.3,6,prepare_cereal,275.552,343.8165
4.1.3,7,prepare_a_bagel,345.394,574.4735000000001
4.1.4,1,prepare_milk,5.3454999999999995,35.14149999999999
4.1.4,2,prepare_orange_juice,35.382000000000005,63.879999999999995
4.1.4,3,prepare_hot_oatmeal,64.759,127.9435
4.1.4,4,prepare_a_bagel,129.7225,394.43
4.1.4,5,look_at_text_message,395.1755,441.15999999999997
4.1.4,6,prepare_yogurt_with_granola,441.389,529.476
4.1.4,7,prepare_fresh_fruit,530.0205000000001,619.495
4.1.5,1,prepare_hot_oatmeal,4.641,63.0285
4.1.5,2,prepare_a_bagel,64.107,291.892
4.1.5,3,prepare_yogurt_with_granola,292.306,355.85699999999997
4.1.5,4,prepare_fresh_fruit,357.4925,428.7635
4.1.5,5,prepare_orange_juice,429.5025,464.4635
4.1.5,6,prepare_milk,464.921,489.1055
4.1.5,7,take_objects_out_of_drawers,490.5845,503.63750000000005
4.1.6,1,prepare_a_bagel,5.2535,228.1295
4.1.6,2,prepare_cereal,228.24200000000002,297.125
4.1.6,3,look_at_text_message,298.337,356.9365
4.1.6,4,prepare_instant_coffee,357.5985,449.72299999999996
4.1.6,5,prepare_milk,451.9185,484.54949999999997
4.1.6,6,prepare_fresh_fruit,485.845,587.1785
4.1.6,7,prepare_toast,589.3240000000001,798.5139999999999
4.1.7,1,prepare_cereal,5.1725,72.437
4.1.7,2,prepare_a_bagel,73.60900000000001,310.741
4.1.7,3,put_objects_in_drawers,311.8315,324.572
4.1.7,4,prepare_toast,325.59000000000003,486.472
4.1.7,5,prepare_fresh_fruit,487.4625,586.5350000000001
4.1.7,6,prepare_milk,587.7470000000001,619.792
4.1.7,7,prepare_orange_juice,618.7205,653.6705
4.1.8,1,prepare_yogurt_with_granola,5.025,99.151
4.1.8,2,prepare_fresh_fruit,100.0415,176.9755
4.1.8,3,clean_a_surface,177.6545,230.32600000000002
4.1.8,4,prepare_a_bagel,230.168,440.7215
4.1.8,5,prepare_cereal,441.0005,511.828
4.1.8,6,prepare_orange_juice,510.6,546.0045
4.1.8,7,prepare_tea,546.023,626.9245000000001
4.1.9,1,prepare_toast,5.810499999999999,207.003
4.1.9,2,prepare_yogurt_with_granola,208.6385,281.8385
4.1.9,3,prepare_tea,287.9125,335.5575
4.1.9,4,prepare_orange_juice,338.25300000000004,373.54949999999997
4.1.9,5,put_objects_in_drawers,374.5735,387.0685
4.1.9,6,prepare_cereal,388.6255,468.1065
4.1.9,7,prepare_a_bagel,470.379,718.167
4.1.10,1,prepare_cereal,4.723,73.119
4.1.10,2,prepare_a_bagel,74.1095,312.42
4.1.10,3,take_objects_out_of_drawers,313.999,333.4375
4.1.10,4,prepare_tea,334.606,376.449
4.1.10,5,prepare_milk,376.76149999999996,404.1095
4.1.10,6,prepare_toast,404.7885,582.1465000000001
4.1.10,7,prepare_yogurt_with_granola,582.5074999999999,655.3385000000001
4.3.1,1,take_objects_out_of_drawers,4.618,21.694000000000003
4.3.1,2,fold_shirts_or_pants,23.606,167.39350000000002
4.3.1,3,fold_socks,168.189,231.68900000000002
4.3.1,4,use_vacuum_attachment,233.39600000000002,384.7545
4.3.1,5,vacuum_floor,385.2635,483.3125
4.3.1,6,put_on_bed_sheets,484.08299999999997,553.5235
4.3.1,7,put_cases_on_pillows,555.1859999999999,662.491
4.3.2,1,clean_a_surface,4.7875,58.323499999999996
4.3.2,2,put_cases_on_pillows,61.119,147.1745
4.3.2,3,fold_blanket_or_comforter,147.62,193.28
4.3.2,4,use_vacuum_attachment,194.59199999999998,346.3265
4.3.2,5,vacuum_floor,346.374,423.29150000000004
4.3.2,6,fold_shirts_or_pants,427.6705,574.4005
4.3.2,7,fold_socks,575.241,612.9395
4.3.3,1,use_vacuum_attachment,4.5235,109.27799999999999
4.3.3,2,vacuum_floor,109.872,211.7005
4.3.3,3,fold_socks,215.2125,266.938
4.3.3,4,fold_towels,267.45,333.832
4.3.3,5,put_cases_on_pillows,335.444,420.948
4.3.3,6,fold_blanket_or_comforter,421.7215,465.90999999999997
4.3.3,7,torso_rotations,466.6055,489.9475
4.3.4,1,use_vacuum_attachment,5.0235,171.365
4.3.4,2,vacuum_floor,172.39350000000002,290.54449999999997
4.3.4,3,fold_socks,293.65650000000005,337.18949999999995
4.3.4,4,fold_shirts_or_pants,337.852,466.832
4.3.4,5,take_a_pill,469.9225,495.89549999999997
4.3.4,6,put_on_bed_sheets,498.10749999999996,545.3340000000001
4.3.4,7,fold_blanket_or_comforter,546.8795,597.053
4.3.5,1,fold_blanket_or_comforter,4.885,38.218
4.3.5,2,put_cases_on_pillows,39.346999999999994,118.7815
4.3.5,3,fold_shirts_or_pants,119.5055,264.7155
4.3.5,4,fold_towels,265.4945,328.90250000000003
4.3.5,5,vacuum_floor,331.598,430.60749999999996
4.3.5,6,use_vacuum_attachment,430.99800000000005,532.819
4.3.5,7,put_objects_in_drawers,534.1144999999999,553.3485000000001
4.3.6,1,fold_shirts_or_pants,3.9825,137.48399999999998
4.3.6,2,fold_towels,137.8295,192.28949999999998
4.3.6,3,use_vacuum_attachment,194.113,317.64250000000004
4.3.6,4,vacuum_floor,317.688,440.2835
4.3.6,5,take_objects_out_of_drawers,441.6125,470.579
4.3.6,6,put_cases_on_pillows,471.9745,557.4205
4.3.6,7,put_on_bed_sheets,558.366,613.8455
4.3.7,1,torso_rotations,4.7989999999999995,24.11
4.3.7,2,vacuum_floor,24.654,109.3885
4.3.7,3,use_vacuum_attachment,110.7675,220.93099999999998
4.3.7,4,put_on_bed_sheets,221.7765,261.1105
4.3.7,5,fold_blanket_or_comforter,261.5395,319.5485
4.3.7,6,fold_towels,320.277,391.7185
4.3.7,7,fold_shirts_or_pants,392.031,477.468
4.3.8,1,fold_towels,4.216,59.0175
4.3.8,2,fold_socks,59.5145,122.475
4.3.8,3,use_vacuum_attachment,124.582,222.2065
4.3.8,4,vacuum_floor,223.28500000000003,322.6485
4.3.8,5,take_a_pill,324.594,362.0185
4.3.8,6,put_cases_on_pillows,363.4805,441.8595
4.3.8,7,put_on_bed_sheets,442.105,504.529
4.3.9,1,clean_a_surface,5.211,75.25800000000001
4.3.9,2,use_vacuum_attachment,76.2205,182.45600000000002
4.3.9,3,vacuum_floor,184.385,284.3165
4.3.9,4,fold_blanket_or_comforter,285.57849999999996,327.302
4.3.9,5,put_cases_on_pillows,327.486,404.0815
4.3.9,6,fold_shirts_or_pants,405.1935,495.226
4.3.9,7,fold_towels,495.47799999999995,543.068
4.3.10,1,clean_a_surface,4.8965,43.063500000000005
4.3.10,2,put_on_bed_sheets,44.4925,83.038
4.3.10,3,fold_blanket_or_comforter,87.0235,130.2745
4.3.10,4,use_vacuum_attachment,132.437,231.948
4.3.10,5,vacuum_floor,232.122,323.8125
4.3.10,6,fold_shirts_or_pants,325.75800000000004,407.0195
4.3.10,7,fold_towels,407.23199999999997,452.4855
4.4.1,1,look_at_text_message,4.508,26.686500000000002
4.4.1,2,wash_face,27.415,63.697
4.4.1,3,shave_face,63.8925,157.816
4.4.1,4,comb_hair,158.84300000000002,182.176
4.4.1,5,brush_teeth,182.66649999999998,291.052
4.4.1,6,use_mouthwash,291.4475,332.199
4.4.2,1,brush_hair,5.494999999999999,50.585
4.4.2,2,brush_teeth,50.897000000000006,276.2525
4.4.2,3,floss_teeth,276.398,352.233
4.4.2,4,take_objects_out_of_drawers,353.015,374.0045
4.4.2,5,wash_face,374.7665,450.3195
4.4.2,6,apply_lotion,450.815,536.2755
4.4.3,1,shave_face,5.589,111.7775
4.4.3,2,apply_lotion,112.28999999999999,211.2365
4.4.3,3,brush_teeth,211.465,467.4515
4.4.3,4,floss_teeth,467.37350000000004,579.3805
4.4.3,5,use_hair_gel,579.4745,699.8299999999999
4.4.3,6,take_a_pill,700.1289999999999,748.948
4.4.4,1,put_objects_in_drawers,6.4399999999999995,31.311
4.4.4,2,comb_hair,32.2395,100.126
4.4.4,3,wash_face,100.5715,185.6515
4.4.4,4,apply_lotion,186.09699999999998,288.5855
4.4.4,5,use_mouthwash,288.831,377.3925
4.4.4,6,apply_chapstick,377.745,408.88
4.4.5,1,comb_hair,5.458,72.6865
4.4.5,2,shave_face,72.865,196.665
4.4.5,3,wash_face,197.03199999999998,273.0235
4.4.5,4,torso_rotations,274.06899999999996,314.6445
4.4.5,5,brush_teeth,315.59,512.4795
4.4.5,6,use_mouthwash,513.2585,578.906
4.4.6,1,shave_face,7.0685,127.7945
4.4.6,2,apply_lotion,128.1065,204.072
4.4.6,3,look_at_text_message,204.1175,275.1325
4.4.6,4,brush_teeth,276.095,513.052
4.4.6,5,floss_teeth,513.316,584.6030000000001
4.4.6,6,comb_hair,584.815,640.9490000000001
4.4.7,1,wash_face,5.462,74.631
4.4.7,2,shave_face,75.10499999999999,164.672
4.4.7,3,use_hair_gel,164.839,247.0075
4.4.7,4,brush_teeth,249.23649999999998,565.9855
4.4.7,5,use_mouthwash,566.4259999999999,624.6759999999999
4.4.7,6,put_objects_in_drawers,625.005,652.0435
4.4.8,1,wash_face,5.8015,70.3775
4.4.8,2,shave_face,72.056,179.1055
4.4.8,3,use_hair_gel,179.256,264.0595
4.4.8,4,look_at_text_message,264.577,346.5615
4.4.8,5,brush_teeth,351.6305,546.0335
4.4.8,6,use_mouthwash,546.712,628.0905
4.4.9,1,torso_rotations,5.3695,51.16
4.4.9,2,wash_face,51.4555,148.859
4.4.9,3,apply_lotion,149.55450000000002,279.581
4.4.9,4,floss_teeth,281.098,391.5325
4.4.9,5,use_mouthwash,391.733,511.08
4.4.9,6,comb_hair,511.259,582.046
4.4.10,1,comb_hair,7.3945,96.33250000000001
4.4.10,2,wash_face,96.666,219.6255
4.4.10,3,shave_face,220.83800000000002,386.6645
4.4.10,4,floss_teeth,387.922,511.515
4.4.10,5,apply_chapstick,515.594,566.1065
4.4.10,6,look_at_text_message,566.7955,693.9745
6.1.1,1,prepare_hot_oatmeal,7.577500000000001,164.678
6.1.1,2,prepare_a_bagel,165.3325,425.102
6.1.1,3,prepare_orange_juice,426.6805,473.0335
6.1.1,4,prepare_instant_coffee,476.47900000000004,557.336
6.1.1,5,prepare_fresh_fruit,558.865,670.5654999999999
6.1.1,6,prepare_yogurt_with_granola,673.0229999999999,793.83
6.1.1,7,take_objects_out_of_drawers,795.259,820.2025
6.1.2,1,prepare_hot_oatmeal,7.655,160.212
6.1.2,2,prepare_a_bagel,162.1355,365.2395
6.1.2,3,prepare_milk,365.5185,403.081
6.1.2,4,prepare_orange_juice,403.2405,438.70550000000003
6.1.2,5,look_at_text_message,440.7075,467.098
6.1.2,6,prepare_fresh_fruit,467.84349999999995,578.4425
6.1.2,7,prepare_toast,579.4380000000001,748.4035
6.1.3,1,prepare_orange_juice,11.0735,58.047
6.1.3,2,prepare_milk,58.4925,100.988
6.1.3,3,look_at_text_message,101.5835,134.90300000000002
6.1.3,4,prepare_toast,135.66500000000002,298.97749999999996
6.1.3,5,prepare_fresh_fruit,299.8065,403.2175
6.1.3,6,prepare_a_bagel,404.646,594.6085
6.1.3,7,prepare_hot_oatmeal,596.4655,752.3534999999999
6.1.4,1,prepare_a_bagel,7.3315,189.087
6.1.4,2,prepare_cereal,189.8155,281.9475
6.1.4,3,prepare_toast,283.071,430.841
6.1.4,4,prepare_yogurt_with_granola,432.1365,582.828
6.1.4,5,prepare_tea,585.1735,743.6505
6.1.4,6,prepare_orange_juice,745.496,783.063
6.1.4,7,take_a_pill,784.7685,826.3175
6.1.5,1,prepare_yogurt_with_granola,14.154,124.2045
6.1.5,2,prepare_fresh_fruit,120.95,244.07
6.1.5,3,prepare_milk,246.74900000000002,289.935
6.1.5,4,prepare_tea,291.9305,441.475
6.1.5,5,look_at_text_message,443.17049999999995,476.7685
6.1.5,6,prepare_hot_oatmeal,477.8805,580.7155
6.1.5,7,prepare_a_bagel,587.6275,768.867
6.1.6,1,prepare_instant_coffee,7.048,137.8795
6.1.6,2,prepare_milk,139.80849999999998,190.70850000000002
6.1.6,3,prepare_a_bagel,191.27100000000002,357.845
6.1.6,4,prepare_hot_oatmeal,360.7185,469.1145
6.1.6,5,prepare_yogurt_with_granola,470.7765,572.21
6.1.6,6,prepare_fresh_fruit,572.8720000000001,707.8725
6.1.6,7,look_at_text_message,711.4010000000001,759.635
6.1.7,1,take_objects_out_of_drawers,5.839,38.6275
6.1.7,2,prepare_milk,41.272999999999996,78.97
6.1.7,3,prepare_orange_juice,79.1825,121.555
6.1.7,4,prepare_a_bagel,122.729,343.95500000000004
6.1.7,5,prepare_cereal,345.767,421.14099999999996
6.1.7,6,prepare_yogurt_with_granola,423.403,538.0685000000001
6.1.7,7,prepare_fresh_fruit,539.6975,642.5730000000001
6.1.8,1,prepare_toast,5.6775,202.775
6.1.8,2,prepare_yogurt_with_granola,202.85399999999998,298.324
6.1.8,3,prepare_orange_juice,298.65250000000003,335.06100000000004
6.1.8,4,prepare_tea,338.2895,502.4125
6.1.8,5,clean_a_surface,503.715,571.7805000000001
6.1.8,6,prepare_hot_oatmeal,573.7760000000001,714.3064999999999
6.1.8,7,prepare_a_bagel,714.4185,1137.2514999999999
6.1.9,1,look_at_text_message,5.9350000000000005,33.3805
6.1.9,2,prepare_yogurt_with_granola,34.292500000000004,121.9455
6.1.9,3,prepare_fresh_fruit,123.2245,229.14
6.1.9,4,prepare_a_bagel,230.374,426.915
6.1.9,5,prepare_hot_oatmeal,428.49350000000004,573.024
6.1.9,6,prepare_orange_juice,574.8695,611.2205
6.1.9,7,prepare_milk,611.581,647.3315
6.1.10,1,prepare_milk,8.611,49.340999999999994
6.1.10,2,prepare_orange_juice,49.91,84.911
6.1.10,3,look_at_text_message,86.4015,130.4915
6.1.10,4,prepare_a_bagel,130.687,402.6685
6.1.10,5,prepare_hot_oatmeal,404.831,525.3685
6.1.10,6,prepare_yogurt_with_granola,526.9975,643.4815
6.1.10,7,prepare_toast,644.722,958.55
6.2.1,1,eat_a_granola_bar,5.93,63.429
6.2.1,2,take_objects_out_of_drawers,65.041,83.6535
6.2.1,3,drink_water,84.5055,112.9975
6.2.1,4,perform_jumping_jacks,117.4165,195.189
6.2.1,5,sit_ups,196.951,317.683
6.2.1,6,shoulder_press,321.1285,423.48699999999997
6.2.1,7,jump_rope,423.899,476.1915
6.2.2,1,drink_water,6.984,37.706500000000005
6.2.2,2,jump_rope,40.0505,106.6375
6.2.2,3,sit_ups,108.1425,223.1035
6.2.2,4,perform_jumping_jacks,226.4815,313.7105
6.2.2,5,push_ups,315.3845,366.37300000000005
6.2.2,6,torso_rotations,367.7185,480.6355
6.2.2,7,drink_sport_drink,482.781,503.97450000000003
6.2.3,1,drink_sport_drink,5.5809999999999995,20.7515
6.2.3,2,put_objects_in_drawers,21.447000000000003,31.285999999999998
6.2.3,3,bicep_curls,34.298,161.584
6.2.3,4,shoulder_press,162.24399999999997,275.2655
6.2.3,5,jump_rope,268.4365,322.123
6.2.3,6,eat_a_granola_bar,326.1255,383.2895
6.2.3,7,perform_jumping_jacks,387.2595,473.7095
6.2.4,1,sit_ups,5.3955,149.9305
6.2.4,2,drink_water,150.8195,171.87849999999997
6.2.4,3,eat_a_granola_bar,172.179,233.197
6.2.4,4,perform_jumping_jacks,238.7425,320.668
6.2.4,5,look_at_text_message,322.4135,344.47900000000004
6.2.4,6,jump_rope,346.0575,407.83849999999995
6.2.4,7,bicep_curls,408.067,541.6895
6.2.5,1,do_stair_steps,5.536,75.8675
6.2.5,2,push_ups,78.56299999999999,143.137
6.2.5,3,take_a_pill,144.349,172.3
6.2.5,4,shoulder_press,174.87849999999997,268.557
6.2.5,5,eat_a_granola_bar,270.786,312.71299999999997
6.2.5,6,drink_sport_drink,316.64200000000005,340.911
6.2.5,7,jump_rope,343.273,403.52549999999997
6.2.6,1,push_ups,5.3155,59.865
6.2.6,2,clean_a_surface,61.1605,113.74199999999999
6.2.6,3,shoulder_press,118.736,233.52949999999998
6.2.6,4,perform_jumping_jacks,236.55349999999999,313.66700000000003
6.2.6,5,jump_rope,315.1795,357.063
6.2.6,6,drink_water,358.8585,373.6875
6.2.6,7,drink_sport_drink,374.08299999999997,397.72450000000003
6.2.7,1,drink_water,4.877,35.171
6.2.7,2,shoulder_press,37.561499999999995,134.397
6.2.7,3,jump_rope,135.204,194.87900000000002
6.2.7,4,eat_a_granola_bar,197.5075,252.163
6.2.7,5,sit_ups,255.76,369.10799999999995
6.2.7,6,perform_jumping_jacks,372.0535,452.30899999999997
6.2.7,7,torso_rotations,454.4545,503.24249999999995
6.2.8,1,perform_jumping_jacks,8.174,84.672
6.2.8,2,take_a_pill,85.4675,107.221
6.2.8,3,drink_sport_drink,108.53299999999999,127.61149999999999
6.2.8,4,jump_rope,129.92399999999998,180.214
6.2.8,5,shoulder_press,184.5095,299.4315
6.2.8,6,eat_a_granola_bar,301.2605,358.241
6.2.8,7,push_ups,359.9365,416.9435
6.2.9,1,perform_jumping_jacks,9.0615,88.232
6.2.9,2,eat_a_granola_bar,89.744,140.381
6.2.9,3,shoulder_press,143.958,254.00400000000002
6.2.9,4,take_objects_out_of_drawers,256.116,270.5605
6.2.9,5,push_ups,273.37300000000005,343.72249999999997
6.2.9,6,do_stair_steps,345.6795,470.97349999999994
6.2.9,7,drink_water,473.11400000000003,500.97
6.2.10,1,drink_water,6.554,30.251
6.2.10,2,torso_rotations,31.82,149.65550000000002
6.2.10,3,perform_jumping_jacks,151.799,223.69150000000002
6.2.10,4,do_stair_steps,224.6985,316.823
6.2.10,5,eat_a_granola_bar,318.9855,361.6435
6.2.10,6,sit_ups,364.98249999999996,477.5035
6.2.10,7,push_ups,477.77750000000003,536.918
6.3.1,1,fold_shirts_or_pants,8.605,163.844
6.3.1,2,fold_towels,164.413,229.0695
6.3.1,3,fold_blanket_or_comforter,229.748,261.4205
6.3.1,4,put_on_bed_sheets,262.366,288.7595
6.3.1,5,clean_a_surface,289.605,337.712
6.3.1,6,use_hand_duster,338.219,365.87199999999996
6.3.1,7,vacuum_floor,367.68399999999997,431.5185
6.3.2,1,fold_towels,11.9005,84.249
6.3.2,2,fold_socks,84.3095,127.6255
6.3.2,3,fold_blanket_or_comforter,128.49900000000002,185.4305
6.3.2,4,put_on_bed_sheets,186.176,304.2545
6.3.2,5,take_objects_out_of_drawers,307.9665,332.67999999999995
6.3.2,6,vacuum_floor,335.142,455.015
6.3.2,7,use_hand_duster,455.044,538.4795
6.3.3,1,put_cases_on_pillows,9.3745,99.714
6.3.3,2,put_on_bed_sheets,100.726,175.0295
6.3.3,3,take_objects_out_of_drawers,177.8915,205.966
6.3.3,4,fold_towels,208.79500000000002,268.15700000000004
6.3.3,5,fold_shirts_or_pants,268.826,537.6485
6.3.3,6,use_vacuum_attachment,539.944,663.4185
6.3.3,7,use_hand_duster,665.009,726.6
6.3.4,1,fold_socks,9.2575,53.039
6.3.4,2,fold_shirts_or_pants,53.2845,247.3915
6.3.4,3,put_cases_on_pillows,250.1035,338.28999999999996
6.3.4,4,put_on_bed_sheets,338.9855,397.129
6.3.4,5,clean_a_surface,401.438,450.885
6.3.4,6,use_vacuum_attachment,452.32550000000003,558.9314999999999
6.3.4,7,use_hand_duster,560.4884999999999,641.443
6.3.5,1,put_objects_in_drawers,9.0015,26.872999999999998
6.3.5,2,vacuum_floor,28.902,130.3295
6.3.5,3,use_hand_duster,131.8415,176.62900000000002
6.3.5,4,put_cases_on_pillows,178.608,282.22900000000004
6.3.5,5,put_on_bed_sheets,282.2695,376.231
6.3.5,6,fold_socks,377.543,425.615
6.3.5,7,fold_towels,426.394,506.888
6.3.6,1,put_on_bed_sheets,10.6365,114.521
6.3.6,2,put_cases_on_pillows,116.1165,206.7095
6.3.6,3,fold_socks,207.9,253.5645
6.3.6,4,fold_shirts_or_pants,254.0,491.8675
6.3.6,5,use_hand_duster,494.38,562.9775
6.3.6,6,use_vacuum_attachment,564.0895,687.8235
6.3.6,7,clean_a_surface,689.2495,765.9125
6.3.7,1,put_on_bed_sheets,9.602,120.9085
6.3.7,2,fold_blanket_or_comforter,124.2375,161.28
6.3.7,3,fold_towels,163.642,233.01
6.3.7,4,fold_shirts_or_pants,234.3385,464.2715
6.3.7,5,vacuum_floor,466.867,585.9385
6.3.7,6,use_vacuum_attachment,587.084,724.7315
6.3.7,7,put_objects_in_drawers,725.8240000000001,743.8634999999999
6.3.8,1,put_cases_on_pillows,8.927,92.48949999999999
6.3.8,2,put_on_bed_sheets,93.7515,189.5
6.3.8,3,look_at_text_message,191.1455,230.3785
6.3.8,4,use_vacuum_attachment,231.5025,358.3085
6.3.8,5,vacuum_floor,359.41549999999995,471.37199999999996
6.3.8,6,fold_towels,472.1675,556.505
6.3.8,7,fold_socks,556.894,610.9695
6.3.9,1,fold_socks,12.294500000000001,53.864000000000004
6.3.9,2,fold_shirts_or_pants,54.543,281.626
6.3.9,3,take_objects_out_of_drawers,283.0365,302.7085
6.3.9,4,use_vacuum_attachment,303.377,437.48
6.3.9,5,use_hand_duster,438.887,526.693
6.3.9,6,put_on_bed_sheets,527.972,631.6845000000001
6.3.9,7,fold_blanket_or_comforter,632.6635,670.2505
6.3.10,1,put_cases_on_pillows,10.711,106.81450000000001
6.3.10,2,put_on_bed_sheets,107.9765,242.40699999999998
6.3.10,3,look_at_text_message,244.12599999999998,300.131
6.3.10,4,vacuum_floor,300.788,414.784
6.3.10,5,use_hand_duster,415.8125,499.19050000000004
6.3.10,6,fold_shirts_or_pants,500.40250000000003,717.945
6.3.10,7,fold_socks,718.1435,774.0355
